"","Assemblage","Taxonomic Diversity","Taxonomic Observed","Taxonomic Estimator","s.e.","LCL","UCL"
"370","2040030060","Species richness",95,125.236773065151,NA,NA,NA
"371","2040030060","Shannon diversity",46.0416357716364,47.2811146770914,NA,NA,NA
"372","2040030060","Simpson diversity",26.4527449740802,26.7505909802597,NA,NA,NA
"373","2040030100","Species richness",119,139.247111681643,NA,NA,NA
"374","2040030100","Shannon diversity",60.2778597438587,60.8764296539812,NA,NA,NA
"375","2040030100","Simpson diversity",44.0440825038239,44.3162009359698,NA,NA,NA
"376","2040030110","Species richness",133,133.642844968455,NA,NA,NA
"377","2040030110","Shannon diversity",64.6638408729333,64.7463858220524,NA,NA,NA
"378","2040030110","Simpson diversity",47.7649628593842,47.8073033848696,NA,NA,NA
"379","2040031060","Species richness",106,107.499896985097,NA,NA,NA
"380","2040031060","Shannon diversity",48.7276131835679,48.9100427521198,NA,NA,NA
"381","2040031060","Simpson diversity",35.3345113019155,35.4180319625413,NA,NA,NA
"382","2040031070","Species richness",133,137.166579004579,NA,NA,NA
"383","2040031070","Shannon diversity",61.8650088661222,61.9554448304593,NA,NA,NA
"384","2040031070","Simpson diversity",44.4887951425364,44.5295385883911,NA,NA,NA
"385","2040031490","Species richness",129,139.666047339798,NA,NA,NA
"386","2040031490","Shannon diversity",62.8887930095224,63.148487893108,NA,NA,NA
"387","2040031490","Simpson diversity",45.446028808107,45.5636180474717,NA,NA,NA
"388","2040031500","Species richness",134,136.999988423425,NA,NA,NA
"389","2040031500","Shannon diversity",60.7772106035465,60.7933328521697,NA,NA,NA
"390","2040031500","Simpson diversity",45.4164985732776,45.4242841883772,NA,NA,NA
"391","2040033320","Species richness",128,131.124923420001,NA,NA,NA
"392","2040033320","Shannon diversity",58.5841310251705,58.6797700592055,NA,NA,NA
"393","2040033320","Simpson diversity",45.392659774091,45.4420960214101,NA,NA,NA
"394","2040033330","Species richness",106,130.497523251112,NA,NA,NA
"395","2040033330","Shannon diversity",58.8869770370902,59.2589368003097,NA,NA,NA
"396","2040033330","Simpson diversity",47.1864452550098,47.4078180782156,NA,NA,NA
"397","2040033480","Species richness",136,138.249981324856,NA,NA,NA
"398","2040033480","Shannon diversity",59.796985496026,59.8315150290267,NA,NA,NA
"399","2040033480","Simpson diversity",43.5371130033721,43.5524898059988,NA,NA,NA
"400","2040037990","Species richness",96,104.098482008996,NA,NA,NA
"401","2040037990","Shannon diversity",48.1302892837897,48.6176727935875,NA,NA,NA
"402","2040037990","Simpson diversity",34.8959918424974,35.1191216382927,NA,NA,NA
"403","2040039390","Species richness",78,91.9800853485064,NA,NA,NA
"404","2040039390","Shannon diversity",45.7295777857649,49.0244671338171,NA,NA,NA
"405","2040039390","Simpson diversity",28.525772005772,29.6899290097461,NA,NA,NA
"406","2040039400","Species richness",43,50.9702602230483,NA,NA,NA
"407","2040039400","Shannon diversity",31.8329145352585,35.1893332376185,NA,NA,NA
"408","2040039400","Simpson diversity",26.4187659729828,29.1870445344129,NA,NA,NA
"409","2040039590","Species richness",35,43.0759643916914,NA,NA,NA
"410","2040039590","Shannon diversity",17.2462973771046,18.4725360606751,NA,NA,NA
"411","2040039590","Simpson diversity",12.1555174997324,12.5729513657561,NA,NA,NA
"412","2040041120","Species richness",89,94.9974630021142,NA,NA,NA
"413","2040041120","Shannon diversity",52.0358805356037,53.1203744305648,NA,NA,NA
"414","2040041120","Simpson diversity",37.3541590142585,37.9375720974418,NA,NA,NA
"415","2040041840","Species richness",20,34.7162162162162,NA,NA,NA
"416","2040041840","Shannon diversity",17.001233935945,28.1130533196517,NA,NA,NA
"417","2040041840","Simpson diversity",14.7204301075269,23.7857142857142,NA,NA,NA
"418","2040045150","Species richness",71,71.399963963964,NA,NA,NA
"419","2040045150","Shannon diversity",31.5856449050367,31.6881355938104,NA,NA,NA
"420","2040045150","Simpson diversity",23.1237847860848,23.1699697960198,NA,NA,NA
"421","2040046500","Species richness",77,87.0740570377185,NA,NA,NA
"422","2040046500","Shannon diversity",42.7274813616088,44.5714213098848,NA,NA,NA
"423","2040046500","Simpson diversity",29.5237250443517,30.3200801356142,NA,NA,NA
"424","2040047500","Species richness",107,122.123197258641,NA,NA,NA
"425","2040047500","Shannon diversity",50.1471524485315,50.5222401166126,NA,NA,NA
"426","2040047500","Simpson diversity",34.8485403555742,34.9897193910775,NA,NA,NA
"427","2040048590","Species richness",21,27.0962441314554,NA,NA,NA
"428","2040048590","Shannon diversity",9.28322683753525,9.9416879867372,NA,NA,NA
"429","2040048590","Simpson diversity",6.6377468910022,6.81908788885533,NA,NA,NA
"430","2040048790","Species richness",144,144.999999504422,NA,NA,NA
"431","2040048790","Shannon diversity",40.7411247734496,40.742588937593,NA,NA,NA
"432","2040048790","Simpson diversity",24.9073430041515,24.9076381090968,NA,NA,NA
"433","2040054200","Species richness",99,102.999930693927,NA,NA,NA
"434","2040054200","Shannon diversity",31.3665619152753,31.3948809583397,NA,NA,NA
"435","2040054200","Simpson diversity",21.8930427698799,21.9009711395426,NA,NA,NA
"436","2040056770","Species richness",60,74.9961089494163,NA,NA,NA
"437","2040056770","Shannon diversity",28.2538193476819,28.5232890971139,NA,NA,NA
"438","2040056770","Simpson diversity",20.9711025156532,21.0803390523108,NA,NA,NA
"439","2040059370","Species richness",33,35.6622073578595,NA,NA,NA
"440","2040059370","Shannon diversity",19.6990792776884,20.316523175683,NA,NA,NA
"441","2040059370","Simpson diversity",15.6240824886403,16.0164199192462,NA,NA,NA
"442","2040065840","Species richness",16,35.8191489361702,NA,NA,NA
"443","2040065840","Shannon diversity",10.4688547243259,15.0833560668173,NA,NA,NA
"444","2040065840","Simpson diversity",7.80565371024735,9.16101694915253,NA,NA,NA
"445","2040065960","Species richness",17,19.6222222222222,NA,NA,NA
"446","2040065960","Shannon diversity",13.9903179775021,16.6353902569279,NA,NA,NA
"447","2040065960","Simpson diversity",12.2448979591837,15.1282051282051,NA,NA,NA
"448","2040066030","Species richness",22,71.6350364963504,NA,NA,NA
"449","2040066030","Shannon diversity",13.4563369867722,16.305666270082,NA,NA,NA
"450","2040066030","Simpson diversity",10.6824132043256,11.5012345679012,NA,NA,NA
"451","2040067740","Species richness",23,36.7222222222222,NA,NA,NA
"452","2040067740","Shannon diversity",19.8940657531835,33.5842029691946,NA,NA,NA
"453","2040067740","Simpson diversity",17.0898876404494,29.64,NA,NA,NA
"454","2040068680","Species richness",32,48.7182795698925,NA,NA,NA
"455","2040068680","Shannon diversity",24.1060499993181,31.9318369506887,NA,NA,NA
"456","2040068680","Simpson diversity",19.2628062360802,24.0337078651685,NA,NA,NA
"457","2040068720","Species richness",28,32.1387024608501,NA,NA,NA
"458","2040068720","Shannon diversity",20.5405143149834,23.0166515753794,NA,NA,NA
"459","2040068720","Simpson diversity",16.336276674025,18.2247933884297,NA,NA,NA
"460","2040069150","Species richness",47,49.2182917888563,NA,NA,NA
"461","2040069150","Shannon diversity",29.6350104932602,32.9475886131643,NA,NA,NA
"462","2040069150","Simpson diversity",20.5013333333333,22.2587209302325,NA,NA,NA
"463","2040069160","Species richness",25,37.4524714828897,NA,NA,NA
"464","2040069160","Shannon diversity",16.9501848855707,18.1400590260664,NA,NA,NA
"465","2040069160","Simpson diversity",13.7979253939757,14.5065263157895,NA,NA,NA
"466","2040070050","Species richness",54,91.4801587301587,NA,NA,NA
"467","2040070050","Shannon diversity",21.2475470627117,21.7451735655202,NA,NA,NA
"468","2040070050","Simpson diversity",15.7647359966106,15.8889264701956,NA,NA,NA
"469","2040070060","Species richness",26,30.4711538461538,NA,NA,NA
"470","2040070060","Shannon diversity",16.9391149326277,18.8025660013035,NA,NA,NA
"471","2040070060","Simpson diversity",13.1688311688312,14.290780141844,NA,NA,NA
"472","2040070510","Species richness",20,21.7602040816327,NA,NA,NA
"473","2040070510","Shannon diversity",14.9724037282215,17.6864846283963,NA,NA,NA
"474","2040070510","Simpson diversity",11.9512195121951,14.2058823529411,NA,NA,NA
"475","2040070520","Species richness",55,65.636277302944,NA,NA,NA
"476","2040070520","Shannon diversity",29.4485957455957,32.6520378621636,NA,NA,NA
"477","2040070520","Simpson diversity",20.2333716538019,21.4098989194842,NA,NA,NA
"478","2040071700","Species richness",19,21.2391304347826,NA,NA,NA
"479","2040071700","Shannon diversity",12.089288374014,12.7442891255329,NA,NA,NA
"480","2040071700","Simpson diversity",9.60094107102845,10.0192669172932,NA,NA,NA
"481","2040072590","Species richness",16,17.4869565217391,NA,NA,NA
"482","2040072590","Shannon diversity",8.9459593632384,9.68034486393712,NA,NA,NA
"483","2040072590","Simpson diversity",5.9438202247191,6.21327014218008,NA,NA,NA
"484","2040072920","Species richness",15,19.0697674418605,NA,NA,NA
"485","2040072920","Shannon diversity",11.9598169721041,15.1781625855266,NA,NA,NA
"486","2040072920","Simpson diversity",9.9945945945946,12.7183098591549,NA,NA,NA
"487","2040072930","Species richness",22,27.968085106383,NA,NA,NA
"488","2040072930","Shannon diversity",12.8356403370225,13.885817220403,NA,NA,NA
"489","2040072930","Simpson diversity",9.88919977616116,10.3827525103367,NA,NA,NA
"490","2040073580","Species richness",9,9,NA,NA,NA
"491","2040073580","Shannon diversity",6.79614395102163,7.0386573512088,NA,NA,NA
"492","2040073580","Simpson diversity",5.56237301909793,5.7901023890785,NA,NA,NA
"493","2040075170","Species richness",19,19,NA,NA,NA
"494","2040075170","Shannon diversity",12.5026117514132,12.5565185701882,NA,NA,NA
"495","2040075170","Simpson diversity",9.66854174076409,9.70854121546382,NA,NA,NA
"496","2040077470","Species richness",13,13.166095890411,NA,NA,NA
"497","2040077470","Shannon diversity",7.5583024094196,7.72584733719781,NA,NA,NA
"498","2040077470","Simpson diversity",6.35066289289438,6.46962083142985,NA,NA,NA
"499","2040077580","Species richness",23,23,NA,NA,NA
"500","2040077580","Shannon diversity",16.0125391576718,16.1229194278202,NA,NA,NA
"501","2040077580","Simpson diversity",13.6836668150341,13.7913126083053,NA,NA,NA
"502","2040079320","Species richness",16,16,NA,NA,NA
"503","2040079320","Shannon diversity",10.644098931843,10.9244172217914,NA,NA,NA
"504","2040079320","Simpson diversity",8.74585745657816,8.98169101008022,NA,NA,NA
"505","2040081260","Species richness",13,17.4666666666667,NA,NA,NA
"506","2040081260","Shannon diversity",8.75245458686542,9.33273811793544,NA,NA,NA
"507","2040081260","Simpson diversity",7.22927409758032,7.58172673931267,NA,NA,NA
"508","2040084130","Species richness",13,18.953125,NA,NA,NA
"509","2040084130","Shannon diversity",8.75073969214009,9.42369706312103,NA,NA,NA
"510","2040084130","Simpson diversity",7.5018315018315,7.90661478599221,NA,NA,NA
"511","2040085500","Species richness",17,21.1071428571429,NA,NA,NA
"512","2040085500","Shannon diversity",12.777226047545,15.0043736190434,NA,NA,NA
"513","2040085500","Simpson diversity",10.6986899563319,12.4484536082474,NA,NA,NA
"514","2040085590","Species richness",33,39.0133333333333,NA,NA,NA
"515","2040085590","Shannon diversity",18.8795027483814,21.5253723888166,NA,NA,NA
"516","2040085590","Simpson diversity",13.4577360355907,14.5640473627557,NA,NA,NA
"517","2040085620","Species richness",14,16.21484375,NA,NA,NA
"518","2040085620","Shannon diversity",10.8014817379865,12.3174549784742,NA,NA,NA
"519","2040085620","Simpson diversity",9.06194690265487,10.3917525773196,NA,NA,NA
"520","2040085630","Species richness",13,13.491935483871,NA,NA,NA
"521","2040085630","Shannon diversity",9.16932990901275,10.2379844151867,NA,NA,NA
"522","2040085630","Simpson diversity",7.19850187265917,8.01271186440677,NA,NA,NA
"523","2040085670","Species richness",14,14.1237623762376,NA,NA,NA
"524","2040085670","Shannon diversity",9.47286966248527,10.1501376762916,NA,NA,NA
"525","2040085670","Simpson diversity",7.56189770200148,8.09294871794872,NA,NA,NA
"526","2040085690","Species richness",22,36.9089285714286,NA,NA,NA
"527","2040085690","Shannon diversity",13.0769292825341,17.3176018903216,NA,NA,NA
"528","2040085690","Simpson diversity",8.75,9.85714285714285,NA,NA,NA
"529","2040085700","Species richness",13,13.9736842105263,NA,NA,NA
"530","2040085700","Shannon diversity",11.8789269884002,14.3431601493894,NA,NA,NA
"531","2040085700","Simpson diversity",11.1076923076923,15.2826086956522,NA,NA,NA
"532","2040085710","Species richness",10,14.4451219512195,NA,NA,NA
"533","2040085710","Shannon diversity",6.64573331564983,7.24988883500916,NA,NA,NA
"534","2040085710","Simpson diversity",5.55702479338843,5.88829787234041,NA,NA,NA
"535","2040085720","Species richness",48,69.1076131687243,NA,NA,NA
"536","2040085720","Shannon diversity",17.3409000429498,17.8562281634074,NA,NA,NA
"537","2040085720","Simpson diversity",12.3544845132188,12.4711263675871,NA,NA,NA
"538","2040085730","Species richness",15,22.7647058823529,NA,NA,NA
"539","2040085730","Shannon diversity",10.9649125433825,15.8474183272342,NA,NA,NA
"540","2040085730","Simpson diversity",8.25714285714286,10.5849056603774,NA,NA,NA
"541","2040085930","Species richness",22,27.9439252336449,NA,NA,NA
"542","2040085930","Shannon diversity",15.7921045780925,18.1413645821604,NA,NA,NA
"543","2040085930","Simpson diversity",12.9954597048808,14.6537467700258,NA,NA,NA
"544","2040085960","Species richness",48,66.0204941860465,NA,NA,NA
"545","2040085960","Shannon diversity",22.884418210851,24.8776315681807,NA,NA,NA
"546","2040085960","Simpson diversity",16.482438937422,17.0995550611791,NA,NA,NA
"547","2040085990","Species richness",23,43.0266203703704,NA,NA,NA
"548","2040085990","Shannon diversity",11.96500511728,13.9074676743469,NA,NA,NA
"549","2040085990","Simpson diversity",9,9.53333333333332,NA,NA,NA
"550","2040288980","Species richness",23,33.5411764705882,NA,NA,NA
"551","2040288980","Shannon diversity",16.5257311869025,20.348581726043,NA,NA,NA
"552","2040288980","Simpson diversity",13.2084095063985,15.4545454545455,NA,NA,NA
"553","2040289120","Species richness",19,19.4976635514019,NA,NA,NA
"554","2040289120","Shannon diversity",11.4962100742318,12.0374876678496,NA,NA,NA
"555","2040289120","Simpson diversity",8.27239884393064,8.56482525366407,NA,NA,NA
"556","2040292580","Species richness",10,10.4807692307692,NA,NA,NA
"557","2040292580","Shannon diversity",8.71055544427532,10.6819697124982,NA,NA,NA
"558","2040292580","Simpson diversity",7.68181818181818,10.4838709677419,NA,NA,NA
"559","2040292690","Species richness",17,33.1290322580645,NA,NA,NA
"560","2040292690","Shannon diversity",14.1360970058886,24.5790673370728,NA,NA,NA
"561","2040292690","Simpson diversity",11.8641975308642,18.6,NA,NA,NA
"562","2040309560","Species richness",14,14.49375,NA,NA,NA
"563","2040309560","Shannon diversity",10.2550267264791,11.2203716159357,NA,NA,NA
"564","2040309560","Simpson diversity",7.51173708920188,8.18652849740933,NA,NA,NA
"565","2040309610","Species richness",43,67.8697916666667,NA,NA,NA
"566","2040309610","Shannon diversity",20.0002053165246,24.2332988020718,NA,NA,NA
"567","2040309610","Simpson diversity",10.4727272727273,11.0192307692308,NA,NA,NA
"568","2040315940","Species richness",62,67.7494955765948,NA,NA,NA
"569","2040315940","Shannon diversity",34.2426679585638,37.7585583829499,NA,NA,NA
"570","2040315940","Simpson diversity",22.8764134416308,24.2816949152542,NA,NA,NA
"571","2040363700","Species richness",14,15.7219387755102,NA,NA,NA
"572","2040363700","Shannon diversity",11.9888134523456,16.276834088306,NA,NA,NA
"573","2040363700","Simpson diversity",10.0512820512821,15.12,NA,NA,NA
"574","2040400100","Species richness",32,37.4970760233918,NA,NA,NA
"575","2040400100","Shannon diversity",24.2155642388575,30.1361096674,NA,NA,NA
"576","2040400100","Simpson diversity",18.7629937629938,23.1347150259067,NA,NA,NA
"577","2040416390","Species richness",41,57.848,NA,NA,NA
"578","2040416390","Shannon diversity",25.0924943185651,27.5732143172948,NA,NA,NA
"579","2040416390","Simpson diversity",20.5856558175794,21.9101123595506,NA,NA,NA
"580","2040491970","Species richness",27,33.08125,NA,NA,NA
"581","2040491970","Shannon diversity",13.6167703218145,15.4615171367984,NA,NA,NA
"582","2040491970","Simpson diversity",6.80083275503123,7.09700948212983,NA,NA,NA
"583","2040539930","Species richness",179,180.999978629967,NA,NA,NA
"584","2040539930","Shannon diversity",74.5532650379427,74.6263789110914,NA,NA,NA
"585","2040539930","Simpson diversity",45.2983535462866,45.319804936868,NA,NA,NA
"586","2040540100","Species richness",136,140.499791897891,NA,NA,NA
"587","2040540100","Shannon diversity",51.8915702320278,52.0636836684028,NA,NA,NA
"588","2040540100","Simpson diversity",30.8446261182889,30.8872575132064,NA,NA,NA
"589","2040543090","Species richness",61,64.8363171355499,NA,NA,NA
"590","2040543090","Shannon diversity",37.5783558868524,41.0758621061487,NA,NA,NA
"591","2040543090","Simpson diversity",26.2998451746086,28.1243083732941,NA,NA,NA
"592","2040543160","Species richness",116,147.994997655151,NA,NA,NA
"593","2040543160","Shannon diversity",47.1065124642642,47.6567849538822,NA,NA,NA
"594","2040543160","Simpson diversity",28.4539640334342,28.5766253286138,NA,NA,NA
"595","2040548500","Species richness",121,128.99917338293,NA,NA,NA
"596","2040548500","Shannon diversity",45.4913427439699,45.8083080803624,NA,NA,NA
"597","2040548500","Simpson diversity",26.6502484527189,26.7210764210068,NA,NA,NA
"598","2040555780","Species richness",102,118.189975247525,NA,NA,NA
"599","2040555780","Shannon diversity",43.6517504576963,45.3874358160302,NA,NA,NA
"600","2040555780","Simpson diversity",22.0078880836002,22.2979392365265,NA,NA,NA
"601","2040785900","Species richness",59,81.4806201550388,NA,NA,NA
"602","2040785900","Shannon diversity",24.4657741046413,25.3749875959481,NA,NA,NA
"603","2040785900","Simpson diversity",17.0759086360009,17.3158815058631,NA,NA,NA
"604","2040816320","Species richness",54,58.5358851674641,NA,NA,NA
"605","2040816320","Shannon diversity",28.7731297063729,30.7450149765701,NA,NA,NA
"606","2040816320","Simpson diversity",19.8038269112613,20.6219087745008,NA,NA,NA
"607","2040816870","Species richness",20,20.6621621621622,NA,NA,NA
"608","2040816870","Shannon diversity",14.5964634931377,15.6688640412435,NA,NA,NA
"609","2040816870","Simpson diversity",11.9956188389923,12.9654350417163,NA,NA,NA
"610","2040828790","Species richness",27,29.656862745098,NA,NA,NA
"611","2040828790","Shannon diversity",16.6504910295123,17.6237497319393,NA,NA,NA
"612","2040828790","Simpson diversity",12.5269217744666,13.0834220802272,NA,NA,NA
"613","3040024310","Species richness",53,150.859799713877,NA,NA,NA
"614","3040024310","Shannon diversity",28.7139324065968,30.9241406535493,NA,NA,NA
"615","3040024310","Simpson diversity",20.8314218716692,21.4405870979083,NA,NA,NA
"616","3040386960","Species richness",91,113.026290322581,NA,NA,NA
"617","3040386960","Shannon diversity",47.6676180916321,50.8791313169457,NA,NA,NA
"618","3040386960","Simpson diversity",30.7968950291981,31.8174117993666,NA,NA,NA
"619","3040481930","Species richness",38,47.7234375,NA,NA,NA
"620","3040481930","Shannon diversity",23.3467743418279,28.7662442014281,NA,NA,NA
"621","3040481930","Simpson diversity",14.7338129496403,16.520325203252,NA,NA,NA
"622","3040483880","Species richness",34,61.0424528301887,NA,NA,NA
"623","3040483880","Shannon diversity",30.1948548304993,56.7311765159256,NA,NA,NA
"624","3040483880","Simpson diversity",26.752380952381,53,NA,NA,NA
"625","3040496490","Species richness",39,45.1084459459459,NA,NA,NA
"626","3040496490","Shannon diversity",23.384783695308,24.9400633784485,NA,NA,NA
"627","3040496490","Simpson diversity",16.6423535132507,17.3790733197556,NA,NA,NA
"628","3040679750","Species richness",53,56.3637873754153,NA,NA,NA
"629","3040679750","Shannon diversity",35.1168115589712,38.8279043225389,NA,NA,NA
"630","3040679750","Simpson diversity",25.6878366884037,27.9913205207687,NA,NA,NA
"631","3040679760","Species richness",58,82.404296875,NA,NA,NA
"632","3040679760","Shannon diversity",38.2803813211758,45.5887231236276,NA,NA,NA
"633","3040679760","Simpson diversity",28.9982300884956,32.5748502994011,NA,NA,NA
"634","4040000890","Species richness",32,51.9431818181818,NA,NA,NA
"635","4040000890","Shannon diversity",23.2818925683263,36.0509107337459,NA,NA,NA
"636","4040000890","Simpson diversity",16.1333333333333,21.0294117647059,NA,NA,NA
"637","4040003020","Species richness",136,144.099809582021,NA,NA,NA
"638","4040003020","Shannon diversity",49.3646943954287,49.4504271964711,NA,NA,NA
"639","4040003020","Simpson diversity",31.7111639408105,31.734075532982,NA,NA,NA
"640","4040005050","Species richness",122,125.555354619949,NA,NA,NA
"641","4040005050","Shannon diversity",42.6599801893107,42.8162835805304,NA,NA,NA
"642","4040005050","Simpson diversity",28.1037158101015,28.1468312002793,NA,NA,NA
"643","4040005060","Species richness",85,103.275532930321,NA,NA,NA
"644","4040005060","Shannon diversity",41.0724275819109,42.3365230914547,NA,NA,NA
"645","4040005060","Simpson diversity",27.3292439082252,27.7360795650079,NA,NA,NA
"646","4040007410","Species richness",63,80.9435736677116,NA,NA,NA
"647","4040007410","Shannon diversity",43.3967303524738,49.8110917481985,NA,NA,NA
"648","4040007410","Simpson diversity",34.460209955977,38.5125284738041,NA,NA,NA
"649","4040009890","Species richness",78,88.3051743532058,NA,NA,NA
"650","4040009890","Shannon diversity",46.9249613684491,50.6100328303938,NA,NA,NA
"651","4040009890","Simpson diversity",35.3055774450574,37.3252364175784,NA,NA,NA
"652","4040012290","Species richness",71,76.3311957247829,NA,NA,NA
"653","4040012290","Shannon diversity",24.2263519831231,24.6172712420132,NA,NA,NA
"654","4040012290","Simpson diversity",12.4024988195259,12.4594631393891,NA,NA,NA
"655","4040012770","Species richness",37,50.9462809917355,NA,NA,NA
"656","4040012770","Shannon diversity",24.7264628642796,31.2273014946876,NA,NA,NA
"657","4040012770","Simpson diversity",17.7466666666667,20.625,NA,NA,NA
"658","4040012780","Species richness",20,33.9885714285714,NA,NA,NA
"659","4040012780","Shannon diversity",16.1156434787077,27.4669873916882,NA,NA,NA
"660","4040012780","Simpson diversity",12.3737373737374,18.59375,NA,NA,NA
"661","4040012990","Species richness",106,145.994848560079,NA,NA,NA
"662","4040012990","Shannon diversity",38.5610327509907,41.0793344742451,NA,NA,NA
"663","4040012990","Simpson diversity",26.0092592592593,26.5313115399764,NA,NA,NA
"664","4040013000","Species richness",15,30.7714285714286,NA,NA,NA
"665","4040013000","Shannon diversity",7.65410859956856,9.49658118471552,NA,NA,NA
"666","4040013000","Simpson diversity",5.51801801801802,5.90464547677261,NA,NA,NA
"667","4040015000","Species richness",95,125.179487179487,NA,NA,NA
"668","4040015000","Shannon diversity",51.3544790767133,60.3905642459789,NA,NA,NA
"669","4040015000","Simpson diversity",30.0279001468429,32.2126315789473,NA,NA,NA
"670","4040015010","Species richness",53,67.5824,NA,NA,NA
"671","4040015010","Shannon diversity",41.6496267381553,56.5897208032377,NA,NA,NA
"672","4040015010","Simpson diversity",31.9529652351738,42.5824175824175,NA,NA,NA
"673","4040015090","Species richness",20,23.0968468468468,NA,NA,NA
"674","4040015090","Shannon diversity",12.2325266487645,13.670956571981,NA,NA,NA
"675","4040015090","Simpson diversity",8.81961345740873,9.4945567651633,NA,NA,NA
"676","4040017030","Species richness",81,97.058383580705,NA,NA,NA
"677","4040017030","Shannon diversity",36.5806649958261,38.1410192490745,NA,NA,NA
"678","4040017030","Simpson diversity",21.6578293998459,22.0274800290487,NA,NA,NA
"679","4040018350","Species richness",94,95.3886341403766,NA,NA,NA
"680","4040018350","Shannon diversity",34.4966267199083,34.8076801913433,NA,NA,NA
"681","4040018350","Simpson diversity",20.6523186722176,20.7270452358037,NA,NA,NA
"682","4040023060","Species richness",40,72.9896907216495,NA,NA,NA
"683","4040023060","Shannon diversity",30.4249755788653,45.0429845408541,NA,NA,NA
"684","4040023060","Simpson diversity",24.312661498708,32.1103448275862,NA,NA,NA
"685","4040023810","Species richness",23,39.4878048780488,NA,NA,NA
"686","4040023810","Shannon diversity",19.3126054695787,32.5798983734414,NA,NA,NA
"687","4040023810","Simpson diversity",16.0095238095238,25.625,NA,NA,NA
"688","4040025460","Species richness",46,48.49826629681,NA,NA,NA
"689","4040025460","Shannon diversity",25.264242496463,25.7085510102182,NA,NA,NA
"690","4040025460","Simpson diversity",19.9180428368903,20.1830137731414,NA,NA,NA
"691","4040027100","Species richness",30,45.0254934210526,NA,NA,NA
"692","4040027100","Shannon diversity",18.5144106475871,21.6474441748075,NA,NA,NA
"693","4040027100","Simpson diversity",13.6387249114522,14.8845654993515,NA,NA,NA
"694","4040027780","Species richness",33,37.8695652173913,NA,NA,NA
"695","4040027780","Shannon diversity",23.8693861925107,27.0808259681451,NA,NA,NA
"696","4040027780","Simpson diversity",18.9619604974396,21.3598673300166,NA,NA,NA
"697","4040027790","Species richness",13,17.0364583333333,NA,NA,NA
"698","4040027790","Shannon diversity",10.5368253683629,14.047017902364,NA,NA,NA
"699","4040027790","Simpson diversity",8.82758620689655,11.8095238095238,NA,NA,NA
"700","4040027940","Species richness",43,46.1186483739837,NA,NA,NA
"701","4040027940","Shannon diversity",24.7627271687494,26.0066826391984,NA,NA,NA
"702","4040027940","Simpson diversity",17.561230412072,18.1742401444478,NA,NA,NA
"703","4040027950","Species richness",36,37.1238850346878,NA,NA,NA
"704","4040027950","Shannon diversity",19.783985244495,20.1592889430805,NA,NA,NA
"705","4040027950","Simpson diversity",14.9031809465256,15.111612979912,NA,NA,NA
"706","4040028760","Species richness",57,63.7451716738197,NA,NA,NA
"707","4040028760","Shannon diversity",24.1110689443228,24.6992682769348,NA,NA,NA
"708","4040028760","Simpson diversity",16.0702868043678,16.2455372739523,NA,NA,NA
"709","4040029530","Species richness",77,79.6660962566845,NA,NA,NA
"710","4040029530","Shannon diversity",34.9281558157585,35.2333727022113,NA,NA,NA
"711","4040029530","Simpson diversity",23.5047917000506,23.6185122173197,NA,NA,NA
"712","4040031830","Species richness",20,27.9239130434783,NA,NA,NA
"713","4040031830","Shannon diversity",15.8297023952553,22.1519860848824,NA,NA,NA
"714","4040031830","Simpson diversity",12.9024390243902,17.542372881356,NA,NA,NA
"715","4040037060","Species richness",16,22.2439024390244,NA,NA,NA
"716","4040037060","Shannon diversity",10.3676390061623,14.0265865692434,NA,NA,NA
"717","4040037060","Simpson diversity",6.80566801619433,7.9611650485437,NA,NA,NA
"718","4040039450","Species richness",55,66.2142857142857,NA,NA,NA
"719","4040039450","Shannon diversity",29.0690012201625,32.6226174287203,NA,NA,NA
"720","4040039450","Simpson diversity",16.6178194607268,17.4876237623762,NA,NA,NA
"721","4040045780","Species richness",31,79.5811965811966,NA,NA,NA
"722","4040045780","Shannon diversity",21.4874108201893,28.7061951478545,NA,NA,NA
"723","4040045780","Simpson diversity",17.2188679245283,20.0176991150443,NA,NA,NA
"724","4040046100","Species richness",13,43.8148148148148,NA,NA,NA
"725","4040046100","Shannon diversity",10.109766558598,19.21425522658,NA,NA,NA
"726","4040046100","Simpson diversity",8.19101123595505,11.3225806451613,NA,NA,NA
"727","4040046370","Species richness",73,81.0973311367381,NA,NA,NA
"728","4040046370","Shannon diversity",29.26383126322,29.674851542461,NA,NA,NA
"729","4040046370","Simpson diversity",18.1278720787208,18.2307905521789,NA,NA,NA
"730","4040047500","Species richness",29,37.2677165354331,NA,NA,NA
"731","4040047500","Shannon diversity",17.8209417316773,20.9329817904246,NA,NA,NA
"732","4040047500","Simpson diversity",12.3216195569137,13.5380710659898,NA,NA,NA
"733","4040048900","Species richness",59,61.0817057291667,NA,NA,NA
"734","4040048900","Shannon diversity",30.3970472023224,31.1564028161579,NA,NA,NA
"735","4040048900","Simpson diversity",20.3366267811926,20.6488068210484,NA,NA,NA
"736","4040050240","Species richness",18,18.9940476190476,NA,NA,NA
"737","4040050240","Shannon diversity",11.9009301352353,12.602246640002,NA,NA,NA
"738","4040050240","Simpson diversity",8.96569250317662,9.41476510067115,NA,NA,NA
"739","4040050300","Species richness",10,13.8974358974359,NA,NA,NA
"740","4040050300","Shannon diversity",6.18027848679122,7.4526362527065,NA,NA,NA
