"","Assemblage","Taxonomic Diversity","Taxonomic Observed","Taxonomic Estimator","s.e.","LCL","UCL","qTD","proportion"
"298","2040539930","Species richness",179,180.999978629967,NA,NA,NA,122.44801148712,1.46184489095463
"299","2040540100","Species richness",136,140.499791897891,NA,NA,NA,96.4834151354308,1.40956867881491
"300","2040543090","Species richness",61,64.8363171355499,NA,NA,NA,61.6981036420757,0.988685168573
"301","2040543160","Species richness",116,147.994997655151,NA,NA,NA,84.5665927860531,1.37170005528626
"302","2040548500","Species richness",121,128.99917338293,NA,NA,NA,84.5219933036491,1.43158005710185
"303","2040548700","Species richness",6,6.60606060606061,NA,NA,NA,6.51600149918385,0.920810101217982
"304","2040555780","Species richness",102,118.189975247525,NA,NA,NA,91.5016282332194,1.11473426177753
"305","2040785900","Species richness",59,81.4806201550388,NA,NA,NA,50.5883646634089,1.16627608724967
"306","2040816320","Species richness",54,58.5358851674641,NA,NA,NA,54.0373383113754,0.999309027562382
"307","2040816390","Species richness",7,7.23863636363636,NA,NA,NA,7.10874342102566,0.984702863138368
"308","2040816870","Species richness",20,20.6621621621622,NA,NA,NA,19.589903970008,1.02093405004026
"309","2040828780","Species richness",9,9,NA,NA,NA,8.31469163128438,1.08242138122563
"310","2040828790","Species richness",27,29.656862745098,NA,NA,NA,25.9787989353611,1.03930901760238
"311","3040024310","Species richness",53,150.859799713877,NA,NA,NA,51.0728591413465,1.03773316965318
"312","3040024350","Species richness",6,6.4875,NA,NA,NA,6.06145114823688,0.989861974181752
"313","3040203310","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"314","3040386960","Species richness",91,113.026290322581,NA,NA,NA,92.732856112624,0.981313461212502
"315","3040387130","Species richness",7,8.95238095238095,NA,NA,NA,8.07950037803701,0.866390206383122
"316","3040481930","Species richness",38,47.7234375,NA,NA,NA,45.8550574134872,0.828698122812146
"317","3040483880","Species richness",34,61.0424528301887,NA,NA,NA,59.603239026062,0.57043879754812
"318","3040496490","Species richness",39,45.1084459459459,NA,NA,NA,38.389618678674,1.01589964532951
"319","3040679750","Species richness",53,56.3637873754153,NA,NA,NA,54.0049315376042,0.981391856095504
"320","3040679760","Species richness",58,82.404296875,NA,NA,NA,76.2006099359125,0.761148763097567
"321","4040000890","Species richness",32,51.9431818181818,NA,NA,NA,50.4026515188188,0.63488723382047
"322","4040003020","Species richness",136,144.099809582021,NA,NA,NA,85.2135593882846,1.59599013321696
"323","4040005050","Species richness",122,125.555354619949,NA,NA,NA,76.6617813974065,1.59140575363837
"324","4040005060","Species richness",85,103.275532930321,NA,NA,NA,70.850085611873,1.19971626379737
"325","4040005710","Species richness",2,2.33333333333333,NA,NA,NA,2.29176759169791,0.872688839498885
"326","4040006580","Species richness",5,5.91666666666667,NA,NA,NA,5.78157800635153,0.864815798473548
"327","4040007410","Species richness",63,80.9435736677116,NA,NA,NA,74.3138378768603,0.847755973852305
"328","4040007850","Species richness",47,61.0059523809524,NA,NA,NA,56.9099949239607,0.82586547517353
"329","4040007860","Species richness",4,8.5,NA,NA,NA,8.38569421050258,0.477002845511614
"330","4040009880","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"331","4040009890","Species richness",78,88.3051743532058,NA,NA,NA,80.2844707083411,0.971545297762002
"332","4040011690","Species richness",10,15.6,NA,NA,NA,15.2882569377343,0.654096803888618
"333","4040012280","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"334","4040012290","Species richness",71,76.3311957247829,NA,NA,NA,56.6600196922583,1.25308816314621
"335","4040012770","Species richness",37,50.9462809917355,NA,NA,NA,48.5874251539254,0.761513907822522
"336","4040012780","Species richness",20,33.9885714285714,NA,NA,NA,33.119847428391,0.60386751609416
"337","4040012990","Species richness",106,145.994848560079,NA,NA,NA,118.863904542868,0.891776190658208
"338","4040013000","Species richness",15,30.7714285714286,NA,NA,NA,27.8826095277666,0.537969732892554
"339","4040015000","Species richness",95,125.179487179487,NA,NA,NA,117.004891324516,0.811931868185878
"340","4040015010","Species richness",53,67.5824,NA,NA,NA,65.7576639422052,0.805989702532347
"341","4040015090","Species richness",20,23.0968468468468,NA,NA,NA,21.6472416073113,0.923905242192384
"342","4040017020","Species richness",8,29.7777777777778,NA,NA,NA,29.1750745240641,0.27420666889476
"343","4040017030","Species richness",81,97.058383580705,NA,NA,NA,73.8048215041936,1.09748927440191
"344","4040018350","Species richness",94,95.3886341403766,NA,NA,NA,70.3332952141372,1.33649361534686
"345","4040023060","Species richness",40,72.9896907216495,NA,NA,NA,69.6436485199976,0.574352447783007
"346","4040023230","Species richness",3,4.5,NA,NA,NA,4.41686851672915,0.67921424163688
"347","4040023810","Species richness",23,39.4878048780488,NA,NA,NA,38.38631272471,0.599171901842878
"348","4040024190","Species richness",16,23.7575757575758,NA,NA,NA,23.0717410205912,0.693489060306295
"349","4040025460","Species richness",46,48.49826629681,NA,NA,NA,36.4654265009947,1.26146886006517
"350","4040027100","Species richness",30,45.0254934210526,NA,NA,NA,40.6896669967075,0.737287921339526
"351","4040027110","Species richness",15,26.8787878787879,NA,NA,NA,25.6941642421782,0.583790150114195
"352","4040027780","Species richness",33,37.8695652173913,NA,NA,NA,35.5211008149901,0.929025262248454
"353","4040027790","Species richness",13,17.0364583333333,NA,NA,NA,16.478784633058,0.788893130742224
"354","4040027940","Species richness",43,46.1186483739837,NA,NA,NA,40.7102174677034,1.05624589291652
"355","4040027950","Species richness",36,37.1238850346878,NA,NA,NA,29.8128143412644,1.20753443763851
"356","4040028760","Species richness",57,63.7451716738197,NA,NA,NA,47.0874097828142,1.2105146633231
"357","4040028770","Species richness",22,28.6032608695652,NA,NA,NA,27.8810561086497,0.789066236023061
"358","4040029530","Species richness",77,79.6660962566845,NA,NA,NA,60.211306054615,1.27882959273723
"359","4040031820","Species richness",9,10.8823529411765,NA,NA,NA,10.6953071038171,0.841490563350723
"360","4040031830","Species richness",20,27.9239130434783,NA,NA,NA,27.0614239045432,0.73905941056717
"361","4040032410","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"362","4040032420","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"363","4040032880","Species richness",5,6.92857142857143,NA,NA,NA,6.814265639074,0.733754782221765
"364","4040033430","Species richness",9,11.5098039215686,NA,NA,NA,11.267337095362,0.798769036892019
"365","4040037060","Species richness",16,22.2439024390244,NA,NA,NA,21.5580677020399,0.742181545263727
"366","4040039450","Species richness",55,66.2142857142857,NA,NA,NA,61.299136765898,0.897239388705351
"367","4040045780","Species richness",31,79.5811965811966,NA,NA,NA,71.1225681583885,0.435867275362774
"368","4040046100","Species richness",13,43.8148148148148,NA,NA,NA,41.6326133789549,0.312255199587625
"369","4040046370","Species richness",73,81.0973311367381,NA,NA,NA,55.6777731483294,1.31111565481477
"370","4040047500","Species richness",29,37.2677165354331,NA,NA,NA,35.0647322287553,0.827041821132692
"371","4040048470","Species richness",16,20.7310344827586,NA,NA,NA,20.3029073439137,0.788064474164897
"372","4040048900","Species richness",59,61.0817057291667,NA,NA,NA,51.3373455768921,1.14926082244807
"373","4040050240","Species richness",18,18.9940476190476,NA,NA,NA,17.2603762127793,1.04285096559327
"374","4040050300","Species richness",10,13.8974358974359,NA,NA,NA,13.0869039355451,0.764122671737447
"375","4040050330","Species richness",8,24.5,NA,NA,NA,23.7933823921977,0.336227942212341
"376","4040050360","Species richness",3,4.5,NA,NA,NA,4.41686851672915,0.67921424163688
"377","4040050390","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"378","4040050430","Species richness",18,30.0833333333333,NA,NA,NA,29.3091713953735,0.614142234087223
"379","4040050440","Species richness",25,31.029296875,NA,NA,NA,29.8628582503557,0.837160321038667
"380","4040095270","Species richness",49,61.4255952380952,NA,NA,NA,58.5125295118111,0.837427477650049
"381","4040095320","Species richness",37,58.6409090909091,NA,NA,NA,57.5446126552747,0.642979390992711
"382","4040169400","Species richness",18,24.1342592592593,NA,NA,NA,22.736611196768,0.791674706675667
"383","4040223160","Species richness",13,14.4642857142857,NA,NA,NA,14.0174539917049,0.927415207333159
"384","4040234270","Species richness",12,14.5806451612903,NA,NA,NA,14.1442048741183,0.848404000564083
"385","4040234430","Species richness",8,10.9302325581395,NA,NA,NA,10.0365691129778,0.797085130381413
"386","4040274300","Species richness",6,6.95454545454546,NA,NA,NA,6.71554244014176,0.8934497925492
"387","4040298550","Species richness",20,32.0949367088608,NA,NA,NA,29.2372919714251,0.684057881268446
"388","4040298640","Species richness",8,11.7878787878788,NA,NA,NA,11.5939053269135,0.690017709686592
"389","4040484700","Species richness",6,6.61538461538461,NA,NA,NA,6.51147026129605,0.921450879636784
"390","4040484760","Species richness",19,25.1946902654867,NA,NA,NA,22.2643054801894,0.853383907120122
"391","4040545530","Species richness",17,20.968253968254,NA,NA,NA,18.3496122452221,0.926450094574969
"392","4040545690","Species richness",7,7.49019607843137,NA,NA,NA,6.94945059434209,1.00727387078614
"393","4040607260","Species richness",5,5,NA,NA,NA,4.94067713546889,1.01200703120332
"394","4040607420","Species richness",3,4.5,NA,NA,NA,4.41686851672915,0.67921424163688
"395","4040627620","Species richness",33,35.9885057471264,NA,NA,NA,33.2659496700061,0.992005348632933
"396","4040648310","Species richness",8,15.4666666666667,NA,NA,NA,14.863963412953,0.538214457190369
"397","4040648320","Species richness",7,7.97872340425532,NA,NA,NA,7.47993450463017,0.935837071256027
"398","4040694190","Species richness",26,26.0411931818182,NA,NA,NA,25.9356297856754,1.002481922161
"399","4040748300","Species richness",81,91.8753623188406,NA,NA,NA,78.9673991400052,1.02573974680857
"400","4040773260","Species richness",122,173.543415845426,NA,NA,NA,121.626043713496,1.00307463989691
"401","4040783120","Species richness",84,109.763618557963,NA,NA,NA,78.2459626044252,1.07353781848994
"402","4040783330","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"403","4040794590","Species richness",2,2,NA,NA,NA,1.90556433231232,1.04955784808015
"404","4040794730","Species richness",5,6.84615384615385,NA,NA,NA,6.57597652552357,0.760343346815993
"405","4040839030","Species richness",24,35.8877192982456,NA,NA,NA,34.5867115850567,0.693908119625033
"406","4040865800","Species richness",7,9.4,NA,NA,NA,9.25451990427601,0.756387157022125
"407","4040865930","Species richness",13,30.4193548387097,NA,NA,NA,28.5281135942978,0.455690838338447
"408","4040879040","Species richness",4,8.5,NA,NA,NA,8.38569421050258,0.477002845511614
"409","4040960200","Species richness",49,55.5239940387481,NA,NA,NA,52.0570333159762,0.941275306692554
"410","4040960480","Species richness",45,46.3315241971958,NA,NA,NA,41.3541537495796,1.08816154895825
"411","4040975160","Species richness",65,81.8827021494371,NA,NA,NA,59.1771404387341,1.09839710939217
"412","4041043580","Species richness",122,139.625325461701,NA,NA,NA,107.106485319366,1.13905334150612
"413","4041043590","Species richness",8,13.7291666666667,NA,NA,NA,13.4226193221054,0.596008856991496
"414","4041108500","Species richness",31,46.0095419847328,NA,NA,NA,42.2738209552485,0.733314360980449
"415","4041108580","Species richness",56,70.162962962963,NA,NA,NA,65.7269746473141,0.852009396453917
"416","4041128230","Species richness",9,31.6153846153846,NA,NA,NA,30.7217211702229,0.292952336561249
"417","4041128330","Species richness",38,57.8515625,NA,NA,NA,56.6305688394593,0.671015686028607
"418","4041144860","Species richness",33,66.8511904761905,NA,NA,NA,65.2954441464074,0.505395137921206
"419","4041144880","Species richness",35,37.2152334152334,NA,NA,NA,35.9777079256329,0.972824618854157
"420","5040000010","Species richness",51,81.0483333333333,NA,NA,NA,76.7696598037368,0.664324944651084
"421","5040003690","Species richness",3,3,NA,NA,NA,2.75228376671318,1.09000388560321
"422","5040003700","Species richness",8,13.7291666666667,NA,NA,NA,13.4226193221054,0.596008856991496
"423","5040004220","Species richness",6,16.7142857142857,NA,NA,NA,16.3817597812023,0.366261017139616
"424","5040004800","Species richness",18,41.1111111111111,NA,NA,NA,40.0096189577723,0.449891812741279
"425","5040005140","Species richness",4,4.46153846153846,NA,NA,NA,4.31605836581447,0.926771526465485
"426","5040005150","Species richness",5,13,NA,NA,NA,12.8129541626406,0.390230070016076
"427","5040006690","Species richness",5,13,NA,NA,NA,12.8129541626406,0.390230070016076
"428","5040006900","Species richness",12,27.1111111111111,NA,NA,NA,26.3837106324911,0.454826092021423
"429","5040007690","Species richness",78,91.4851648351648,NA,NA,NA,77.3274619215069,1.00869727341078
"430","5040011800","Species richness",23,25.490234375,NA,NA,NA,22.8151830449028,1.00810061241821
"431","5040014020","Species richness",23,24.9904761904762,NA,NA,NA,22.7986975057559,1.00882956117091
"432","5040015820","Species richness",4,4.14285714285714,NA,NA,NA,4.10129140122172,0.975302559288632
"433","5040015830","Species richness",16,62.2777777777778,NA,NA,NA,61.0204140933061,0.26220733237789
"434","5040017030","Species richness",16,16.2434210526316,NA,NA,NA,16.1265174042819,0.992154697687652
"435","5040017040","Species richness",17,36.6064814814815,NA,NA,NA,35.2521310665272,0.482240349325773
"436","5040017830","Species richness",51,53.6905923344948,NA,NA,NA,51.8866391475175,0.982911995032156
"437","5040022500","Species richness",23,36.3846153846154,NA,NA,NA,32.7476129915158,0.702341267009562
"438","5040031240","Species richness",32,40.0408759124088,NA,NA,NA,37.4762696535033,0.853873672482999
"439","5040037270","Species richness",9,20.1363636363636,NA,NA,NA,19.7518805262359,0.455652816856882
"440","5040038940","Species richness",11,12.2631578947368,NA,NA,NA,12.1176777990128,0.907764687463146
"441","5040040040","Species richness",9,12.7777777777778,NA,NA,NA,12.4036861030589,0.725590757878053
"442","5040041880","Species richness",27,35.0119565217391,NA,NA,NA,33.2890565309509,0.811077357356056
"443","5040046920","Species richness",16,22.1935483870968,NA,NA,NA,21.6739766166539,0.738212478632364
"444","5040047730","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"445","5040049720","Species richness",77,79.6654135338346,NA,NA,NA,67.3244835551868,1.14371467754197
"446","5040050310","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"447","5040054880","Species richness",2,2.33333333333333,NA,NA,NA,2.29176759169791,0.872688839498885
"448","5040055960","Species richness",27,27.1664868752247,NA,NA,NA,22.4303276122093,1.20372740277335
"449","5040056460","Species richness",26,26.998699609883,NA,NA,NA,22.6820368087583,1.14628153631955
"450","5040056470","Species richness",19,19.9962546816479,NA,NA,NA,17.544717855386,1.0829470246606
"451","5040056740","Species richness",20,27.859649122807,NA,NA,NA,26.6750254861973,0.749764981868482
"452","5040056750","Species richness",19,19.1240740740741,NA,NA,NA,18.6009552307417,1.02145291810599
"453","5040057320","Species richness",20,21.4827586206897,NA,NA,NA,20.5683123047102,0.972369521801743
"454","5040057330","Species richness",16,33.7831325301205,NA,NA,NA,28.6497634381454,0.558468834639555
"455","5040057710","Species richness",3,3,NA,NA,NA,2.66191001584493,1.1270102979224
"456","5040057720","Species richness",29,35.2267657992565,NA,NA,NA,28.2943744250619,1.02493872330724
"457","5040059020","Species richness",4,4.14285714285714,NA,NA,NA,4.10129140122172,0.975302559288632
"458","5040059440","Species richness",19,27.0577777777778,NA,NA,NA,25.2427403930306,0.752691653289981
"459","5040059450","Species richness",41,43.0781637717122,NA,NA,NA,39.5998863219626,1.03535650750747
"460","5040061660","Species richness",13,14.9444444444444,NA,NA,NA,14.5599613343167,0.892859513943898
"461","5040061670","Species richness",51,52.9993542137552,NA,NA,NA,38.2026958642576,1.33498432103362
"462","5040064130","Species richness",21,22.5384615384615,NA,NA,NA,22.1020212512896,0.950139345231819
"463","5040064140","Species richness",32,33.1206730769231,NA,NA,NA,30.928093191912,1.03465803085359
"464","5040065600","Species richness",19,27.0327868852459,NA,NA,NA,25.5572030571883,0.74343033380783
"465","5040067860","Species richness",75,77.2493430656934,NA,NA,NA,62.045388735255,1.20879249092985
"466","5040068450","Species richness",54,63.8113617830932,NA,NA,NA,60.1839514842169,0.897249161417415
"467","5040068460","Species richness",52,55.0570214669052,NA,NA,NA,49.8699598040417,1.04271188916791
"468","5040069590","Species richness",55,60.3261358524516,NA,NA,NA,50.9766859605414,1.0789245900091
"469","5040069600","Species richness",28,34.3515151515152,NA,NA,NA,32.1526874190011,0.870844779943743
"470","5040069960","Species richness",45,50.5373406193078,NA,NA,NA,47.0065617881657,0.957313155614141
"471","5040069970","Species richness",69,75.2491784963197,NA,NA,NA,52.1629365439818,1.32277828994198
"472","5040070700","Species richness",53,65.4862334801762,NA,NA,NA,46.3726888718322,1.14291410072176
"473","5040070710","Species richness",170,182.499538813459,NA,NA,NA,123.619725854143,1.37518505906234
"474","5040073410","Species richness",11,11.990099009901,NA,NA,NA,10.9293990489596,1.00645972854721
"475","5040073420","Species richness",31,34.5889908256881,NA,NA,NA,30.5154380119055,1.01587924079299
"476","5040074320","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"477","5040074330","Species richness",4,5.75,NA,NA,NA,5.58373703345829,0.71636611395408
"478","5040075470","Species richness",8,24.5,NA,NA,NA,23.7933823921977,0.336227942212341
"479","5040076520","Species richness",7,7.11666666666667,NA,NA,NA,7.05951377191795,0.99156970666242
"480","5040076530","Species richness",11,16.9154929577465,NA,NA,NA,14.7125086510689,0.747663111769916
"481","5040076880","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"482","5040076890","Species richness",15,21.0975609756098,NA,NA,NA,20.0376345639064,0.748591354541386
"483","5040077640","Species richness",18,18.9987293519695,NA,NA,NA,14.250761091891,1.26309043313079
"484","5040079730","Species richness",12,27.304347826087,NA,NA,NA,26.3691186392898,0.455077781102629
"485","5040081550","Species richness",5,9.05,NA,NA,NA,8.74864837314315,0.571516854574832
"486","5040082270","Species richness",70,87.9996829031974,NA,NA,NA,40.5301000092327,1.72711145504339
"487","5040084940","Species richness",14,33.5,NA,NA,NA,32.263419186346,0.433927970223467
"488","5040085040","Species richness",72,73.999964301651,NA,NA,NA,45.7522837137877,1.57369193744316
"489","5040087590","Species richness",5,5,NA,NA,NA,4.8772680639113,1.02516407433023
"490","5040087600","Species richness",3,3.2,NA,NA,NA,3.15843425836457,0.949837721666998
"491","5040087610","Species richness",2,2,NA,NA,NA,1.82405898025151,1.09645577344447
"492","5040087620","Species richness",3,5,NA,NA,NA,4.93765138754686,0.607576307952042
"493","5040087630","Species richness",9,9.97959183673469,NA,NA,NA,9.46002006629184,0.951372189163637
"494","5040087640","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"495","5040087660","Species richness",8,8.96551724137931,NA,NA,NA,8.65377417911361,0.924452133186982
"496","5040087690","Species richness",6,6.11607142857143,NA,NA,NA,6.06151639267493,0.98985131958906
"497","5040087740","Species richness",5,5.58333333333333,NA,NA,NA,5.51405709727429,0.906773345250923
"498","5040087760","Species richness",8,8.97297297297297,NA,NA,NA,8.57809842743641,0.932607624833564
"499","5040087780","Species richness",9,28.7647058823529,NA,NA,NA,27.746345212285,0.324367044781637
"500","5040087840","Species richness",9,9.38,NA,NA,NA,9.28024222007497,0.969802273105679
"501","5040088050","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"502","5040088370","Species richness",8,10.1375,NA,NA,NA,9.82056122002987,0.814617395152868
"503","5040324520","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"504","5040324690","Species richness",4,6.625,NA,NA,NA,6.45873703345829,0.61931612624554
"505","5040455970","Species richness",7,9.08928571428572,NA,NA,NA,8.86586985299529,0.789544637589631
"506","5040456070","Species richness",3,3,NA,NA,NA,2.66191001584493,1.1270102979224
"507","5040491370","Species richness",10,11.9855072463768,NA,NA,NA,9.19772024486023,1.08722593575164
"508","5040491380","Species richness",6,8.0625,NA,NA,NA,7.87025844493615,0.762363782838732
"509","5040491510","Species richness",20,32.1386363636364,NA,NA,NA,28.1535208843405,0.710390721010116
"510","5040511420","Species richness",7,7.23863636363636,NA,NA,NA,7.10874342102566,0.984702863138368
"511","5040511570","Species richness",33,57.4163822525597,NA,NA,NA,36.1555054060412,0.912724068697047
"512","5040524780","Species richness",8,8.64,NA,NA,NA,8.45295416264057,0.946414690778463
"513","5040524870","Species richness",48,50.4988667271079,NA,NA,NA,35.8714175862585,1.33811271563429
"514","5040533380","Species richness",15,20.8666666666667,NA,NA,NA,19.9314374798695,0.752579938860395
"515","5040533450","Species richness",9,10.9574468085106,NA,NA,NA,9.9806518800781,0.901744706471976
"516","5040591010","Species richness",9,9.98850574712644,NA,NA,NA,9.07405943114704,0.991838335233641
"517","5040591050","Species richness",137,143.721595090753,NA,NA,NA,99.5286451375885,1.3764881437963
"518","6040000010","Species richness",42,59.8920990566038,NA,NA,NA,57.5527271601847,0.729765591873739
"519","6040000740","Species richness",111,173.488829311886,NA,NA,NA,73.1125095966648,1.51820804144662
"520","6040000750","Species richness",85,104.986187845304,NA,NA,NA,76.7521155923324,1.10746132981501
"521","6040004870","Species richness",14,92.8666666666667,NA,NA,NA,90.954642551437,0.15392287416316
"522","6040005180","Species richness",7,12.5555555555556,NA,NA,NA,12.3269439765607,0.567861751729405
"523","6040005190","Species richness",23,46.9673913043478,NA,NA,NA,45.3099573566352,0.507614690937948
"524","6040005490","Species richness",54,70.948224852071,NA,NA,NA,49.6023558707423,1.08865796900287
"525","6040005500","Species richness",72,93.6774193548387,NA,NA,NA,90.1651141866456,0.798535006021918
"526","6040006470","Species richness",37,80.5040540540541,NA,NA,NA,77.2972570868813,0.478671577678525
"527","6040007010","Species richness",52,76.4169491525424,NA,NA,NA,65.7033792460166,0.79143570082284
"528","6040007960","Species richness",95,100.760384513626,NA,NA,NA,88.4445883134989,1.07411885578872
"529","6040008320","Species richness",88,99.2314662273476,NA,NA,NA,89.7648685698786,0.980338983413041
"530","6040009760","Species richness",8,13.7291666666667,NA,NA,NA,13.4226193221054,0.596008856991496
"531","6040009770","Species richness",37,41.545746388443,NA,NA,NA,39.4229245834908,0.938540212095137
"532","6040011790","Species richness",9,14.5,NA,NA,NA,14.2506055501874,0.631552109719409
"533","6040012580","Species richness",9,11.1428571428571,NA,NA,NA,10.8103312097737,0.832536933915864
"534","6040012590","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"535","6040012800","Species richness",19,23.0062893081761,NA,NA,NA,22.3550926892211,0.849918193770728
"536","6040013420","Species richness",21,56.1,NA,NA,NA,53.6476212435098,0.391443264645038
"537","6040013430","Species richness",43,74.7987421383648,NA,NA,NA,68.2105720891493,0.630400811531096
"538","6040013750","Species richness",42,54.43961352657,NA,NA,NA,50.8511044987108,0.825940762035263
"539","6040013760","Species richness",82,96.2177736072012,NA,NA,NA,58.4874731719313,1.40200961937526
"540","6040014330","Species richness",66,94.4954407294833,NA,NA,NA,83.3409770634657,0.791927360651649
"541","6040015560","Species richness",7,8.02272727272727,NA,NA,NA,7.92400863634313,0.883391263343
"542","6040015940","Species richness",26,31.2734082397004,NA,NA,NA,30.0333636142435,0.865703899634783
"543","6040015950","Species richness",23,42.9903846153846,NA,NA,NA,39.3689693753979,0.584216461972534
"544","6040016720","Species richness",18,20.9761904761905,NA,NA,NA,18.3575487531586,0.980523066670487
"545","6040016760","Species richness",51,65.6651323360184,NA,NA,NA,61.6313660454898,0.827500723614614
"546","6040016770","Species richness",13,19.0763888888889,NA,NA,NA,18.1463554197962,0.716397298480004
"547","6040016970","Species richness",25,26.5841584158416,NA,NA,NA,25.7320607123154,0.971550637918205
"548","6040016980","Species richness",28,32.1604938271605,NA,NA,NA,23.0723281037541,1.2135749749261
"549","6040017380","Species richness",3,3.2,NA,NA,NA,3.15843425836457,0.949837721666998
"550","6040017530","Species richness",6,16.7142857142857,NA,NA,NA,16.3817597812023,0.366261017139616
"551","6040017540","Species richness",5,8.9375,NA,NA,NA,8.69849698559629,0.574811948349171
"552","6040018290","Species richness",4,7.6,NA,NA,NA,7.454519904276,0.53658720499298
"553","6040019090","Species richness",12,23.8787878787879,NA,NA,NA,22.6941642421782,0.528770298476003
"554","6040020000","Species richness",8,8,NA,NA,NA,7.96243040427747,1.00471835781476
"555","6040021870","Species richness",5,5,NA,NA,NA,4.87500147724638,1.02564071484635
"556","6040024060","Species richness",2,2,NA,NA,NA,1.96278565318246,1.0189599647609
"557","6040025130","Species richness",43,46.5916279069767,NA,NA,NA,41.3894275913029,1.03891265239521
"558","6040025140","Species richness",40,46.7225609756098,NA,NA,NA,42.882925592036,0.93277218025042
"559","6040025420","Species richness",45,53.3046964490263,NA,NA,NA,48.2613864639294,0.932422445708911
"560","6040026140","Species richness",16,22.2234042553191,NA,NA,NA,16.1236316703203,0.992332269004394
"561","6040026750","Species richness",4,4.875,NA,NA,NA,4.78147708132029,0.836561575423362
"562","6040026990","Species richness",9,21.109375,NA,NA,NA,19.4779196408095,0.462061666028414
"563","6040027000","Species richness",6,7.88888888888889,NA,NA,NA,7.51479721417004,0.798424738419592
"564","6040029280","Species richness",13,14.9444444444444,NA,NA,NA,14.5599613343167,0.892859513943898
"565","6040032290","Species richness",95,134.117124735729,NA,NA,NA,120.363020828568,0.789278960813952
"566","6040034810","Species richness",35,42.99207135778,NA,NA,NA,26.0395930741837,1.34410702580064
"567","6040035990","Species richness",3,3.42857142857143,NA,NA,NA,3.34543994530057,0.896743043979665
"568","6040040110","Species richness",3,3.85714285714286,NA,NA,NA,3.774011373872,0.794910163962252
"569","6040040460","Species richness",42,44.0803613884926,NA,NA,NA,37.7145441027825,1.11362873393189
"570","6040040500","Species richness",2,2,NA,NA,NA,1.82405898025151,1.09645577344447
"571","6040040510","Species richness",10,15.625,NA,NA,NA,15.2924740669166,0.653916426880448
"572","6040075390","Species richness",37,39.9807692307692,NA,NA,NA,38.3493138715788,0.964815175674401
"573","6040075410","Species richness",20,21.9789473684211,NA,NA,NA,20.9813695691707,0.953226620124326
"574","6040084750","Species richness",33,58.2988235294118,NA,NA,NA,55.4848228206936,0.594757238509056
"575","6040084790","Species richness",4,8.5,NA,NA,NA,8.38569421050258,0.477002845511614
"576","6040102250","Species richness",89,112.990480577307,NA,NA,NA,102.977932890278,0.864262832842336
"577","6040102330","Species richness",23,31.1939393939394,NA,NA,NA,30.7408728101132,0.748189556687973
"578","6040134460","Species richness",14,14.962962962963,NA,NA,NA,14.8070914318301,0.945492912261273
"579","6040239720","Species richness",93,117.469182389937,NA,NA,NA,98.1965335183042,0.947080275320151
"580","6040239820","Species richness",31,44.8333333333333,NA,NA,NA,43.0875721846449,0.719464997172606
"581","6040262110","Species richness",110,158.06330472103,NA,NA,NA,144.351805699037,0.762027183985088
"582","6040262220","Species richness",65,76.9668508287293,NA,NA,NA,74.5768206846933,0.871584487019317
"583","6040280400","Species richness",151,176.272602787823,NA,NA,NA,150.854231468742,1.00096628732147
"584","6040280410","Species richness",168,191.658853302356,NA,NA,NA,168.215323218436,0.998719954791774
"585","6040285930","Species richness",71,91.2573060127645,NA,NA,NA,87.0447779662527,0.815672136328807
"586","6040285990","Species richness",120,138.367097876495,NA,NA,NA,119.947349564582,1.00043894621773
"587","6040345000","Species richness",19,39.46484375,NA,NA,NA,38.39712376174,0.494828730347041
"588","6040401890","Species richness",2,2.5,NA,NA,NA,2.46882569377343,0.810101743936056
"589","6040510750","Species richness",8,16.1,NA,NA,NA,15.7986483731432,0.506372432061946
"590","6040510890","Species richness",2,2.33333333333333,NA,NA,NA,2.29176759169791,0.872688839498885
"591","6040527670","Species richness",26,34.1191860465116,NA,NA,NA,29.9522204475592,0.868049166689367
"592","6040527680","Species richness",15,34.5967741935484,NA,NA,NA,33.173147542535,0.45217295044936
"593","6040562010","Species richness",8,15.5,NA,NA,NA,14.8557310046509,0.538512712534674
"594","6040639920","Species richness",5,11.6666666666667,NA,NA,NA,11.4380550876718,0.43713725468844
"595","6040709810","Species richness",16,45.0865384615385,NA,NA,NA,43.636933222003,0.366661880627586
